#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-12T12:56:36 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-12T12:56:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=V%2f50%2fcatalog&-out.max=unlimited&-out=HR%2cName%2cHD%2cVmag%2cB-V&-out.add=_RAJ2000%2c_DEJ2000&-oc.form=dec	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#INFO	ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/v/50	    IVOID of underlying data collection
#INFO	creator=Hoffleit D.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/50	    Dataset landing page
#INFO	publication_date=1997-12-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
_RAJ2000	_DEJ2000	HR	Name	HD	Vmag	B-V
018.432917	 +7.575278	 361	 86Zet Psc	  7344	 5.24	 0.32
018.438750	 +7.578333	 362	 86Zet Psc	  7345	 6.30	 0.49
018.520833	+28.529722	 363	          	  7351	 6.43	 1.70
018.531667	+16.133611	 364	 87    Psc	  7374	 5.98	-0.08
019.050417	+71.743889	 365	          	  7389	 7.83	 0.78
018.600000	 -7.923056	 366	 37    Cet	  7439	 5.13	 0.46
018.676667	 +6.995278	 367	 88    Psc	  7446	 6.03	 1.08
018.705000	 -0.973889	 368	 38    Cet	  7476	 5.70	 0.42
019.102083	+48.082222	 369	          	  7546	 6.61	-0.05
018.796250	-45.531389	 370	   Nu  Phe	  7570	 4.96	 0.58
019.078333	+33.114722	 371	          	  7578	 6.02	 1.15
019.271250	+44.901944	 372	          	  7647	 6.34	
019.151250	 -2.500278	 373	 39    Cet	  7672	 5.41	 0.90
019.350417	+31.744722	 374	          	  7724	 6.73	
020.081250	+77.570556	 375	          	  7732	 6.31	 0.92
019.542500	+47.419722	 376	          	  7758	 6.25	 1.35
018.942083	-68.876111	 377	   Kap Tuc	  7788	 4.86	 0.47
019.450000	 +3.614444	 378	 89    Psc	  7804	 5.16	 0.07
019.695833	+37.386111	 379	          	  7853	 6.46	 0.23
019.265000	-66.398056	 380	          	  7916	 6.24	 0.05
020.496250	+76.238889	 381	          	  7925	 6.38	 0.28
020.020417	+58.231667	 382	 34Phi Cas	  7927	 4.98	 0.68
019.866667	+27.264167	 383	 90Ups Psc	  7964	 4.76	 0.03
020.271667	+64.658333	 384	 35    Cas	  8003	 6.34	 0.09
019.951250	 -0.508889	 385	 42    Cet	  8036	 5.87	 0.64
020.945000	+78.725833	 386	          	  8065	 6.07	 0.39
020.143750	 -3.246944	 387	          	  8120	 6.23	 1.02
020.115833	-11.238889	 388	          	  8121	 6.15	 1.11
020.280833	+28.738056	 389	 91    Psc	  8126	 5.23	 1.39
020.585000	+45.528889	 390	 46Xi  And	  8207	 4.88	 1.08
020.840000	+58.143056	 391	          	  8272	 6.45	
020.654167	 +1.726389	 392	          	  8334	 6.20	 1.52
020.645000	 -0.449722	 393	 43    Cet	  8335	 6.49	 1.08
020.627083	-19.081389	 394	          	  8350	 6.35	 0.48
020.919167	+37.715000	 395	 47    And	  8374	 5.58	 0.26
020.906250	+34.245833	 396	          	  8375	 6.29	 0.83
020.853750	+20.468889	 397	          	  8388	 5.97	 1.71
021.443750	+70.980000	 398	          	  8424	 6.49	
021.483333	+68.130000	 399	 36Psi Cas	  8491	 4.74	 1.05
020.879167	-30.945556	 400	          	  8498	 5.84	 1.61
021.010417	 -8.007500	 401	 44    Cet	  8511	 6.21	 0.23
021.005833	 -8.183333	 402	 45The Cet	  8512	 3.60	 1.06
021.454167	+60.235278	 403	 37Del Cas	  8538	 2.68	 0.13
021.085833	 -6.914722	 404	          	  8556	 5.91	 0.41
021.165833	-15.660278	 405	          	  8589	 6.14	 0.91
021.202917	 -2.848611	 406	          	  8599	 6.15	 0.96
021.398750	+23.511667	 407	          	  8634	 6.18	 0.43
021.170000	-41.492500	 408	          	  8651	 5.42	 1.04
021.577500	+43.457778	 409	          	  8671	 5.96	 0.49
021.536250	+34.579722	 410	          	  8673	 6.31	 0.47
021.174583	-44.528333	 411	          	  8681	 6.26	 1.14
021.405000	-14.598889	 412	 46    Cet	  8705	 4.90	 1.23
021.563750	+19.172222	 413	 93Rho Psc	  8723	 5.38	 0.39
021.673750	+19.240278	 414	 94    Psc	  8763	 5.50	 1.11
021.775833	+34.377500	 415	          	  8774	 6.27	 0.46
021.613750	 -0.398611	 416	          	  8779	 6.41	 1.24
021.914167	+45.406667	 417	 48Ome And	  8799	 4.83	 0.42
021.860833	+41.100556	 418	          	  8801	 6.46	 0.27
021.722917	 +3.535278	 419	          	  8803	 6.58	-0.04
021.272083	-64.369444	 420	          	  8810	 5.93	 1.56
021.715000	-13.056667	 421	 47    Cet	  8829	 5.66	 0.35
021.945833	+40.335556	 422	          	  8837	 6.60	-0.04
021.742083	-32.543056	 423	          	  8879	 5.79	 3.86
037.952917	+89.264167	 424	  1Alp UMi	  8890	 2.02	 0.60
021.944167	-10.901667	 425	          	  8921	 6.13	 1.32
022.095417	 +7.961389	 426	          	  8949	 6.20	 1.12
022.807500	+70.264722	 427	 38    Cas	  9021	 5.81	 0.47
022.717917	+66.098056	 428	          	  9030	 6.14	 0.08
022.091250	-43.318333	 429	   Gam Phe	  9053	 3.41	 1.57
022.525833	+47.007222	 430	 49    And	  9057	 5.27	 1.00
022.180417	-33.763611	 431	          	  9065	 6.58	 0.30
022.470417	+18.355556	 432	 97    Psc	  9100	 6.02	 0.14
022.400417	-21.629444	 433	 48    Cet	  9132	 5.12	 0.02
022.546250	 +6.143889	 434	 98Mu  Psc	  9138	 4.84	 1.37
022.376667	-46.756389	 435	          	  9184	 6.31	 1.66
022.595417	-26.207778	 436	          	  9228	 5.93	 1.34
022.870833	+15.345833	 437	 99Eta Psc	  9270	 3.62	 0.97
023.031667	+34.800000	 438	          	  9298	 6.39	-0.12
023.357500	+58.327500	 439	          	  9352	 5.70	 1.52
022.812917	-49.072778	 440	   Del Phe	  9362	 3.95	 0.99
022.930417	-30.283333	 441	          	  9377	 5.82	 1.08
023.482917	+59.231944	 442	 39Chi Cas	  9408	 4.71	 1.00
022.912917	-45.575556	 443	          	  9414	 6.17	 0.06
023.264583	 -9.014722	 444	          	  9484	 6.59	-0.04
023.233333	-36.865278	 445	          	  9525	 5.51	 1.02
023.569167	+37.237222	 446	          	  9531	 5.88	-0.07
023.151250	-49.727778	 447	          	  9544	 6.28	 0.46
023.428750	 -7.025278	 448	          	  9562	 5.76	 0.64
024.343750	+74.300833	 449	          	  9612	 6.58	 0.03
023.704583	+18.460556	 450	          	  9640	 5.89	 1.52
023.657500	-15.676111	 451	 49    Cet	  9672	 5.63	 0.07
023.968750	+41.076389	 452	          	  9712	 6.38	 1.11
023.711250	-31.892222	 453	          	  9742	 6.12	 1.11
024.113333	+48.722778	 454	          	  9746	 5.92	 1.21
023.943333	+14.661389	 455	101    Psc	  9766	 6.22	-0.04
024.628750	+73.040000	 456	 40    Cas	  9774	 5.28	 0.96
023.978333	+17.433611	 457	          	  9780	 5.80	
024.199167	+41.405556	 458	 50Ups And	  9826	 4.09	 0.54
023.995833	-15.400278	 459	 50    Cet	  9856	 5.42	 1.21
023.813333	-58.139444	 460	          	  9896	 6.01	 0.38
024.531667	+57.977500	 461	          	  9900	 5.56	 1.38
024.035000	-29.907500	 462	   Tau Scl	  9906	 5.69	 0.33
024.274583	+12.141667	 463	102Pi  Psc	  9919	 5.57	 0.35
024.498333	+48.628333	 464	 51    And	  9927	 3.57	 1.28
024.632083	+45.400000	 465	          	  9996	 6.36	 0.04
024.407083	 -9.403889	 466	          	 10009	 6.24	 0.53
023.413333	-78.504722	 467	          	 10042	 6.11	 0.97
024.186667	-58.270833	 468	          	 10052	 6.18	 1.61
024.837500	+44.386111	 469	 52Chi And	 10072	 4.98	 0.89
025.054583	+53.868333	 470	          	 10110	 6.39	 1.61
024.614167	-36.528333	 471	          	 10142	 5.94	 1.05
024.428750	-57.236667	 472	   Alp Eri	 10144	 0.46	-0.16
024.715833	-21.275278	 473	          	 10148	 5.58	 0.34
024.708333	-25.021944	 474	          	 10161	 6.70	-0.08
024.920000	+16.405833	 475	105    Psc	 10164	 5.97	 1.12
025.165833	+43.297778	 476	          	 10204	 5.61	 0.21
025.145000	+40.576944	 477	 53Tau And	 10205	 4.94	-0.09
025.585417	+68.043056	 478	 43    Cas	 10221	 5.59	-0.07
024.700833	-53.438889	 479	          	 10241	 6.84	 0.44
025.732917	+70.622500	 480	 42    Cas	 10250	 5.18	-0.04
025.512500	+61.038333	 481	          	 10260	 6.71	-0.03
025.574167	+58.627778	 482	          	 10293	 6.37	-0.02
025.446667	+42.613611	 483	          	 10307	 4.95	 0.62
025.326667	+25.745833	 484	          	 10308	 6.17	 0.44
025.413333	+30.047222	 485	          	 10348	 5.99	 1.01
024.947500	-56.198056	 486	          	 10360	 5.87	 0.90
024.949167	-56.194722	 487	          	 10361	 5.76	 0.87
025.743333	+61.421667	 488	          	 10362	 6.34	 0.01
025.357917	 +5.487500	 489	106Nu  Psc	 10380	 4.44	 1.36
025.514583	+35.245556	 490	          	 10390	 5.64	-0.07
025.832083	+60.551111	 491	 44    Cas	 10425	 5.78	-0.02
025.436250	-11.324722	 492	          	 10453	 5.75	 0.44
025.624167	+20.268611	 493	107    Psc	 10476	 5.24	 0.84
025.363750	-38.133056	 494	          	 10481	 6.17	 0.42
025.818750	+45.322222	 495	          	 10486	 6.34	 1.01
025.915000	+50.688611	 496	   Phi Per	 10516	 4.07	-0.04
025.535833	-32.326944	 497	   Pi  Scl	 10537	 5.25	 1.05
025.512500	-36.832500	 498	          	 10538	 5.72	-0.01
026.074583	+57.536389	 499	          	 10543	 6.21	 0.10
025.681250	 -3.690278	 500	          	 10550	 4.99	 1.38
025.421250	-50.038889	 501	          	 10553	 6.64	 0.12
026.192083	+57.089167	 502	          	 10587	 6.25	 0.04
025.958333	+32.191667	 503	          	 10588	 6.34	
026.110417	+46.139722	 504	          	 10597	 6.35	
025.450000	-60.789444	 505	          	 10615	 5.71	 1.27
025.622083	-53.740556	 506	          	 10647	 5.52	 0.53
025.978333	 -4.765556	 507	          	 10658	 6.19	 1.54
026.232500	+20.083056	 508	109    Psc	 10697	 6.27	 0.75
026.017083	-15.937500	 509	 52Tau Cet	 10700	 3.50	 0.72
026.348333	 +9.157778	 510	110Omi Psc	 10761	 4.26	 0.96
026.936667	+63.852222	 511	          	 10780	 5.63	 0.81
024.481667	-82.975000	 512	          	 10800	 5.87	 0.61
026.497083	 -5.733333	 513	          	 10824	 5.34	 1.52
026.411667	-25.052500	 514	   Eps Scl	 10830	 5.31	 0.39
026.647083	+17.413056	 515	          	 10845	 6.55	 0.25
025.338750	-79.148333	 516	   Tau1Hyi	 10859	 6.33	 0.94
026.504167	-27.349167	 517	          	 10863	 6.39	 0.36
026.950000	+46.229722	 518	          	 10874	 6.32	 0.43
026.524167	-50.816389	 519	          	 10934	 5.49	 1.60
026.526250	-53.521944	 520	          	 10939	 5.04	 0.04
027.162083	+37.952778	 521	          	 10975	 5.94	 0.97
027.045417	+16.955556	 522	  4    Ari	 10982	 5.84	-0.03
027.173333	+32.690278	 523	          	 11007	 5.79	 0.55
026.820000	-41.760000	 524	          	 11022	 6.18	 1.54
024.366667	-84.769722	 525	          	 11025	 5.69	 0.94
027.315417	+47.896944	 526	          	 11031	 5.82	 0.29
027.108333	 +3.685556	 527	          	 11037	 5.91	 0.97
026.949167	-37.159722	 528	          	 11050	 6.32	 1.02
027.737917	+51.933333	 529	          	 11151	 5.90	 0.43
027.535417	+22.275278	 530	  1    Ari	 11154	 5.86	 0.74
027.396250	-10.686389	 531	 53Chi Cet	 11171	 4.67	 0.33
027.331250	-31.072778	 532	          	 11183	 6.34	 1.22
027.997083	+55.147500	 533	  1    Per	 11241	 5.52	-0.18
027.716667	+11.043333	 534	          	 11257	 5.94	 0.30
027.453333	-38.403889	 535	          	 11262	 6.37	 0.52
028.039167	+50.792778	 536	  2    Per	 11291	 5.79	-0.07
027.584167	-47.816389	 537	          	 11332	 6.14	 1.01
028.211667	+51.474722	 538	          	 11335	 6.26	
027.865000	-10.335000	 539	 55Zet Cet	 11353	 3.73	 1.14
028.452083	+55.598056	 540	          	 11408	 6.45	 0.18
027.727083	-50.206111	 541	          	 11413	 5.94	 0.14
028.598750	+63.670000	 542	 45Eps Cas	 11415	 3.38	-0.15
028.322083	+40.729722	 543	 55    And	 11428	 5.40	 1.32
028.270417	+29.578889	 544	  2Alp Tri	 11443	 3.41	 0.49
028.382500	+19.295833	 545	  5Gam1Ari	 11503	 4.83	
028.382500	+19.293611	 546	  5Gam2Ari	 11502	 4.75	-0.04
028.217083	-16.929167	 547	          	 11522	 5.80	 0.27
029.000000	+68.685278	 548	 46Ome Cas	 11529	 4.99	-0.10
028.388750	 +3.187500	 549	111Xi  Psc	 11559	 4.62	 0.94
026.943750	-80.176667	 550	   Tau2Hyi	 11604	 6.06	 0.34
028.724167	+40.701944	 551	          	 11613	 6.24	 1.25
028.739583	+37.128333	 552	          	 11624	 6.26	 1.17
028.660000	+20.808056	 553	  6Bet Ari	 11636	 2.64	 0.13
028.346667	-38.594722	 554	          	 11643	 6.10	 1.12
028.411667	-46.302500	 555	   Psi Phe	 11695	 4.41	 1.59
028.976667	+37.277778	 556	          	 11727	 5.89	 1.63
029.038750	+37.251667	 557	 56    And	 11749	 5.67	 1.06
028.591667	-42.496944	 558	   Phi Phe	 11753	 5.11	-0.06
028.962500	+23.577222	 559	  7    Ari	 11763	 5.74	 1.19
028.974167	 +1.849722	 560	          	 11803	 6.01	 0.56
029.638750	+61.698056	 561	          	 11857	 6.02	-0.04
029.485000	+41.694444	 562	          	 11905	 6.78	-0.06
029.337917	+17.817500	 563	  8Iot Ari	 11909	 5.10	 0.92
029.432500	+27.804444	 564	          	 11928	 5.82	 1.60
029.167500	-22.526944	 565	 56    Cet	 11930	 4.85	 1.42
028.989583	-51.608889	 566	   Chi Eri	 11937	 3.70	 0.85
029.908333	+64.621389	 567	          	 11946	 5.26	 0.01
029.640000	+49.204167	 568	  3    Per	 11949	 5.69	 1.01
029.482083	+23.596111	 569	  9Lam Ari	 11973	 4.79	 0.28
028.733750	-67.647222	 570	   Eta2Hyi	 11977	 4.69	 0.95
028.943333	-60.861389	 571	          	 11995	 6.06	 0.37
030.738333	+77.916389	 572	          	 12005	 6.04	 1.14
029.250417	-51.766111	 573	          	 12042	 6.10	 0.48
029.291667	-47.385000	 574	          	 12055	 4.83	 0.88
030.489167	+70.906944	 575	 48    Cas	 12111	 4.54	 0.16
029.611250	-33.066667	 576	          	 12135	 6.35	 1.02
029.898750	+21.058333	 577	          	 12139	 5.87	 1.03
029.857917	+12.294722	 578	          	 12140	 6.09	 0.19
030.793750	+73.850556	 579	          	 12173	 6.23	
030.858750	+72.421389	 580	 50    Cas	 12216	 3.98	-0.01
031.280833	+77.281389	 581	 47    Cas	 12230	 5.38	 0.31
030.038333	 +3.097222	 582	112    Psc	 12235	 5.88	 0.62
029.942083	-20.824444	 583	 57    Cet	 12255	 5.41	 1.65
029.473333	-65.424722	 584	          	 12270	 6.37	 0.90
030.001250	-21.077778	 585	 59Ups Cet	 12274	 4.00	 1.57
030.719583	+64.901389	 586	 52    Cas	 12279	 6.00	 0.03
030.112083	 -8.523611	 587	          	 12292	 5.51	 1.52
029.911667	-42.030556	 588	          	 12296	 5.57	 1.06
030.751250	+64.390000	 589	 53    Cas	 12301	 5.58	 0.38
030.575417	+54.487500	 590	  4    Per	 12303	 5.04	-0.08
029.692500	-61.569722	 591	   Alp Hyi	 12311	 2.86	 0.28
031.380000	+76.115000	 592	 49    Cas	 12339	 5.22	 0.95
028.960417	-78.348333	 593	   Sig Hyi	 12363	 6.16	 0.44
030.311250	-30.001667	 594	   Pi  For	 12438	 5.35	 0.88
030.511667	 +2.763611	 595	113Alp Psc	 12446	 5.23	
030.511667	 +2.763611	 596	113Alp Psc	 12447	 4.33	 0.03
032.355417	+81.295833	 597	          	 12467	 6.05	 0.11
031.167083	+65.103333	 598	          	 12468	 6.52	 0.00
030.741667	+33.283889	 599	  3Eps Tri	 12471	 5.50	 0.03
029.921250	-66.066389	 600	          	 12477	 6.10	 1.17
030.646667	+13.476667	 601	          	 12479	 5.94	 1.59
030.426667	-44.713611	 602	   Chi Phe	 12524	 5.14	 1.49
030.975000	+42.329722	 603	 57Gam1And	 12533	 2.26	 1.37
034.215417	+57.055278	 654	          	 13854	 6.48	 0.28
030.977917	+42.330833	 604	 57Gam2And	 12534	 4.84	 0.03
030.913750	+25.935556	 605	 10    Ari	 12558	 5.63	 0.54
030.617083	-29.665000	 606	          	 12563	 6.42	 0.14
030.798750	 +0.128333	 607	 60    Cet	 12573	 5.43	 0.15
030.744167	-15.305833	 608	          	 12583	 5.86	 0.98
030.927500	+18.253333	 609	          	 12594	 6.21	 1.42
030.950833	 -0.340278	 610	 61    Cet	 12641	 5.93	 0.88
030.918750	 -4.103611	 611	          	 12642	 5.62	 1.59
031.122500	-29.296944	 612	   Nu  For	 12767	 4.69	-0.17
031.641250	+22.648333	 613	 12Kap Ari	 12869	 5.03	 0.11
031.551250	 +8.247500	 614	          	 12872	 6.31	 1.65
031.705000	+25.704722	 615	 11    Ari	 12885	 6.15	-0.03
031.622083	 +0.035000	 616	          	 12923	 6.28	 0.90
031.793333	+23.462500	 617	 13Alp Ari	 12929	 2.00	 1.15
032.168750	+58.423611	 618	          	 12953	 5.67	 0.61
032.140000	+44.459444	 619	          	 13013	 6.42	
032.122083	+37.859167	 620	 58    And	 13041	 4.82	 0.12
032.532500	+53.843056	 621	          	 13137	 6.31	 0.95
032.385833	+34.987222	 622	  4Bet Tri	 13161	 3.00	 0.14
032.355417	+25.939722	 623	 14    Ari	 13174	 4.98	 0.33
032.346250	+17.224444	 624	          	 13201	 6.43	
032.190417	-17.779444	 625	          	 13215	 6.10	 1.61
033.338333	+74.027778	 626	          	 13222	 6.29	 0.91
032.870833	+57.645833	 627	  5    Per	 13267	 6.36	 0.33
032.720000	+39.039444	 628	 59    And	 13294	 5.63	-0.02
032.723750	+39.043056	 629	 59    And	 13295	 6.10	-0.07
032.395000	-24.345833	 630	          	 13305	 6.48	 0.29
032.656667	+19.500278	 631	 15    Ari	 13325	 5.70	 1.65
032.288750	-43.516667	 632	          	 13336	 5.85	 1.19
032.800000	+25.936944	 633	 16    Ari	 13363	 6.02	 1.36
032.854167	+31.526389	 634	  5    Tri	 13372	 6.23	 0.11
032.837917	 +8.569722	 635	 64    Cet	 13421	 5.63	 0.56
032.520417	-43.815556	 636	          	 13423	 6.32	 0.90
032.606667	-50.824444	 637	          	 13445	 6.12	 0.82
032.842500	-10.052222	 638	          	 13456	 6.01	 0.39
032.899167	 -1.825278	 639	 63    Cet	 13468	 5.93	 0.97
033.621250	+66.524444	 640	 55    Cas	 13474	 6.07	 0.63
033.422917	+58.561111	 641	          	 13476	 6.44	 0.60
033.092917	+30.303056	 642	  6    Tri	 13480	 4.94	 0.78
033.305417	+44.231667	 643	 60    And	 13520	 4.83	 1.48
033.156250	+24.167778	 644	          	 13522	 5.96	 1.37
033.401250	+51.065833	 645	          	 13530	 5.31	 0.93
033.200417	+21.210833	 646	 17Eta Ari	 13555	 5.27	 0.43
033.510833	+47.484167	 647	          	 13594	 6.06	 0.40
033.263750	+15.279722	 648	 19    Ari	 13596	 5.71	 1.55
033.250000	 +8.846667	 649	 65Xi 1Cet	 13611	 4.37	 0.89
033.197917	 -2.393611	 650	 66    Cet	 13612	 5.54	 0.57
033.253750	-21.000278	 651	          	 13692	 5.86	 1.01
033.227083	-30.723889	 652	   Mu  For	 13709	 5.28	-0.02
033.991250	+47.811389	 653	          	 13818	 6.33	
033.984167	+33.358889	 655	  7    Tri	 13869	 5.28	-0.01
033.941667	+25.783056	 656	 20    Ari	 13871	 5.79	 0.44
033.928333	+25.043056	 657	 21    Ari	 13872	 5.58	 0.49
033.867917	 -9.465556	 658	          	 13936	 6.55	-0.02
033.633333	-41.166667	 659	          	 13940	 5.91	 0.97
034.263333	+34.224167	 660	  8Del Tri	 13974	 4.87	 0.61
034.499583	+57.899722	 661	  8    Per	 13982	 5.75	 1.17
034.518750	+57.516667	 662	  7    Per	 13994	 5.98	 1.05
034.389167	+44.306944	 663	          	 14028	 6.70	
034.328750	+33.847222	 664	  9Gam Tri	 14055	 4.01	 0.02
034.293333	+23.767778	 665	          	 14067	 6.55	 1.02
034.245833	 -6.422222	 666	 67    Cet	 14129	 5.51	 0.96
033.561250	-67.841667	 667	   Pi 1Hyi	 14141	 5.55	 1.55
035.053750	+64.337222	 668	          	 14171	 6.60	-0.03
034.531250	+19.901111	 669	 22The Ari	 14191	 5.62	 0.01
034.820000	+47.380000	 670	 62    And	 14212	 5.30	-0.01
034.795417	+46.472500	 671	          	 14213	 6.21	
034.505833	 +1.757778	 672	          	 14214	 5.58	 0.60
034.844583	+48.955278	 673	          	 14221	 6.37	
034.127500	-51.512222	 674	   Phi Eri	 14228	 3.56	-0.12
034.737500	+28.642500	 675	 10    Tri	 14252	 5.03	 0.04
034.741667	+23.167778	 676	          	 14262	 6.46	 0.34
034.905417	+39.835000	 677	          	 14272	 6.63	-0.09
033.868750	-67.746389	 678	   Pi 2Hyi	 14287	 5.69	 1.30
035.172500	+47.310833	 679	          	 14372	 6.11	-0.08
035.018333	+30.188333	 680	          	 14373	 6.47	
034.836250	 -2.977500	 681	 68Omi Cet	 14386	 3.04	 1.42
035.242500	+50.151389	 682	 63    And	 14392	 5.59	-0.13
034.743750	-25.945556	 683	          	 14412	 6.34	 0.73
034.920000	 -4.345556	 684	          	 14417	 6.50	 0.08
035.589167	+55.845556	 685	  9    Per	 14489	 5.17	 0.37
034.852917	-41.848333	 686	          	 14509	 6.37	 1.16
035.709583	+41.396389	 687	          	 14622	 5.82	 0.27
034.976250	-55.944722	 688	          	 14641	 5.81	 1.55
035.485833	 +0.395833	 689	 69    Cet	 14652	 5.28	 1.65
035.965833	+55.364444	 690	          	 14662	 6.28	 0.86
035.551667	 -0.885000	 691	 70    Cet	 14690	 5.42	 0.31
035.505833	-10.777778	 692	          	 14691	 5.46	 0.35
035.520833	-17.662222	 693	          	 14728	 5.87	 1.23
036.103750	+50.006667	 694	 64    And	 14770	 5.19	 0.98
035.635833	-23.816389	 695	   Kap For	 14802	 5.20	 0.60
036.316667	+56.610000	 696	 10    Per	 14818	 6.25	 0.31
035.740833	-18.354444	 697	          	 14830	 6.22	 0.94
035.549167	-43.200000	 698	          	 14832	 6.31	 1.00
036.405833	+50.278611	 699	 65    And	 14872	 4.71	 1.53
035.777083	-37.576389	 700	          	 14890	 6.53	 1.61
035.727500	-51.092222	 701	          	 14943	 5.92	 0.22
036.204167	+10.610556	 702	 24Xi  Ari	 14951	 5.47	-0.10
036.083750	-25.847500	 703	          	 14988	 6.44	 1.32
036.243333	 -2.780000	 704	 71    Cet	 15004	 6.33	 0.00
035.437083	-68.659444	 705	   Del Hyi	 15008	 4.09	 0.03
036.140833	-40.840556	 706	          	 15064	 6.18	 0.66
037.266667	+67.402500	 707	   Iot Cas	 15089	 4.52	 0.12
036.487500	-12.290556	 708	 72Rho Cet	 15130	 4.89	-0.03
036.965833	+50.569722	 709	 66    And	 15138	 6.12	 0.41
036.501250	-15.341111	 710	          	 15144	 5.83	 0.15
036.779167	+27.013333	 711	          	 15152	 6.18	 1.43
036.865417	+31.801389	 712	 11    Tri	 15176	 5.54	 1.12
036.646667	-20.042778	 713	          	 15220	 5.88	 1.26
036.224583	-60.311944	 714	   Lam Hor	 15233	 5.35	 0.39
035.717917	-73.645833	 715	   Kap Hyi	 15248	 5.01	 1.09
037.354167	+55.536389	 716	          	 15253	 6.51	 0.09
037.041667	+29.669444	 717	 12    Tri	 15257	 5.29	
037.039583	 +8.460000	 718	 73Xi 2Cet	 15318	 4.28	-0.06
037.000000	 +1.960833	 719	          	 15328	 6.45	 0.97
037.202083	+29.931944	 720	 13    Tri	 15335	 5.89	 0.58
036.746250	-47.703889	 721	   Kap Eri	 15371	 4.25	-0.14
036.359583	-66.494722	 722	          	 15379	 6.41	 1.54
037.306667	+23.468889	 723	          	 15385	 6.19	 0.15
037.007083	-33.811111	 724	   Phi For	 15427	 5.14	 0.10
037.397083	 +9.565833	 725	          	 15453	 6.07	 1.02
037.569167	+33.833889	 726	          	 15464	 6.25	 1.07
037.147500	-31.102500	 727	          	 15471	 6.11	 1.11
037.635000	+25.235000	 728	          	 15524	 5.92	 0.41
037.660000	+19.855278	 729	 26    Ari	 15550	 6.15	 0.25
037.480833	-22.682778	 730	          	 15588	 6.77	 0.19
037.726667	+17.703889	 731	 27    Ari	 15596	 6.23	 0.90
037.688333	 +0.255278	 732	          	 15633	 6.00	 0.17
037.557500	-25.186389	 733	          	 15634	 6.51	 0.29
037.018333	-64.299722	 734	          	 15646	 6.37	-0.04
037.636667	-22.545556	 735	          	 15652	 6.10	 1.61
038.025833	+36.147222	 736	 14    Tri	 15656	 5.15	 1.47
037.875417	 +2.267222	 737	          	 15694	 5.25	 1.27
038.218750	+34.542500	 738	          	 15755	 5.83	 1.07
038.039167	 -1.035000	 739	 75    Cet	 15779	 5.35	 1.02
038.021667	-15.244722	 740	 76Sig Cet	 15798	 4.75	 0.45
038.225417	+15.034722	 741	 29    Ari	 15814	 6.04	 0.54
038.061667	-36.427500	 742	          	 15889	 6.30	 1.02
039.508333	+72.818333	 743	          	 15920	 5.16	 0.88
038.279167	-34.650000	 744	   Lam1For	 15975	 5.90	 1.06
038.417500	-20.001944	 745	          	 15996	 6.21	 1.10
038.866250	+39.664444	 746	          	 16004	 6.36	-0.10
039.400417	+65.745556	 747	          	 16024	 5.78	 1.56
038.911667	+37.312222	 748	          	 16028	 5.71	 1.39
038.461250	-28.232500	 749	   Ome For	 16046	 4.90	-0.05
038.945000	+34.687500	 750	 15    Tri	 16058	 5.35	 1.66
038.767083	 +7.471389	 751	          	 16060	 6.18	 1.06
038.677917	 -7.859444	 752	 77    Cet	 16074	 5.75	 1.40
039.020417	 +6.886944	 753	          	 16160	 5.82	 0.98
038.968750	 +5.593333	 754	 78Nu  Cet	 16161	 4.86	 0.87
038.477500	-51.093611	 755	          	 16170	 6.24	 0.52
